"";"clave";"cod_municipio";"municipio";"anio";"fecha";"mes";"dia_semana";"rango_hora";"edad";"sexo";"escolaridad";"estado_civil";"mecanismo_causal";"agresor";"circunstancia";"deficit_cuantitativo";"deficit_cualitativo";"deficit_habitacional";"valor_agregado_2019";"valor_agregado_2020";"total_hombres";"total_mujeres";"total_poblacion";"porcentaje_pobl_hombres";"porcentaje_pobl_mujeres";"energia_electrica";"internet";"pobreza_multi_2018";"analfabetismo";"bajo_logro_educativo";"trabajo_informal"
"76";"08001:2019";"08001";"barranquilla";"2019";"2019-02-10";"2";"7";"4";"48.000";"hombre";"1";"2";"proyectil de arma de fuego";"agresor desconocido";"otra";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"77";"08001:2019";"08001";"barranquilla";"2019";"2019-02-11";"2";"1";"3";"26.000";"hombre";NA;"1";"proyectil de arma de fuego";"policia";"intervencion_estado";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"78";"08758:2019";"08758";"soledad";"2019";"2019-02-11";"2";"1";"4";"21.000";"hombre";"1";"1";"proyectil de arma de fuego";"agresor desconocido";"otra";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"79";"08638:2019";"08638";"sabanalarga";"2019";"2019-02-12";"2";"2";"4";"23.000";"hombre";"2";"2";"proyectil de arma de fuego";"agresor desconocido";"otra";"11.38";"46.86";"58.24";" 1.9391059";" 1.9309815";" 34490";" 48897";"  97005";"49.59332";"50.40668";"0.9619442";"0.143";"36.5";"19.4";"46.7";"89.6"
"80";"08433:2019";"08433";"malambo";"2019";"2019-02-12";"2";"2";"3";"68.000";"hombre";"2";"2";"proyectil de arma de fuego";"agresor desconocido";"otra";" 6.83";"38.56";"45.39";" 4.5437332";" 4.4930757";" 34490";" 67710";" 134468";"49.64601";"50.35399";"0.9924755";"0.327";"30.0";"10.6";"44.2";"88.5"
"81";"08573:2019";"08573";"puerto colombia";"2019";"2019-02-12";"2";"2";"4";"38.000";"hombre";"2";"2";"proyectil de arma de fuego";"agresor desconocido";"otra";" 7.31";"29.81";"37.11";" 1.3921859";" 1.3072341";" 34490";" 26519";"  51695";"48.70103";"51.29897";"0.9878822";"0.595";"14.4";" 5.2";"23.4";"80.7"
"82";"08001:2019";"08001";"barranquilla";"2019";"2019-02-12";"2";"2";"3";"20.000";"hombre";NA;"2";"corto punzante";"agresor desconocido";"otra";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"83";"08001:2019";"08001";"barranquilla";"2019";"2019-02-12";"2";"2";"4";"21.000";"hombre";"2";"2";"proyectil de arma de fuego";"agresor desconocido";"otra";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"84";"08001:2019";"08001";"barranquilla";"2019";"2019-02-02";"2";"6";"1";"29.000";"hombre";NA;"2";"contundente";"conocido sin ningun trato";"otra";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"85";"08634:2019";"08634";"sabanagrande";"2019";"2019-02-14";"2";"4";"2";"28.000";"hombre";"2";"1";"proyectil de arma de fuego";"policia";"intervencion_estado";"11.27";"31.24";"42.50";" 0.6558123";" 0.7002683";" 34490";" 17002";"  33858";"49.78439";"50.21561";"0.9866329";"0.121";"31.9";"14.9";"46.7";"86.2"
"86";"08758:2019";"08758";"soledad";"2019";"2019-02-16";"2";"6";"3";"34.000";"hombre";"2";"1";"proyectil de arma de fuego";"agresor desconocido";"sin informacion";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"87";"08001:2019";"08001";"barranquilla";"2019";"2019-02-16";"2";"6";"4";"24.000";"hombre";NA;"2";"proyectil de arma de fuego";"sin informacion";"sin informacion";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"88";"08296:2019";"08296";"galapa";"2019";"2019-02-17";"2";"7";"1";"35.000";"hombre";NA;"2";"corto punzante";"agresor desconocido";"sin informacion";" 9.72";"30.49";"40.21";" 2.1729800";" 2.2688544";" 34490";" 32020";"  64260";"50.17118";"49.82882";"0.9916005";"0.293";"23.8";" 8.1";"40.1";"85.0"
"89";"08758:2019";"08758";"soledad";"2019";"2019-02-16";"2";"6";"4";"42.000";"hombre";"1";"1";"corto punzante";"otros familiares civiles o consanguineos";"violencia_intrafamiliar";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"90";"08758:2019";"08758";"soledad";"2019";"2019-02-17";"2";"7";"1";"23.000";"hombre";"1";"2";"corto punzante";"agresor desconocido";"otra";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"91";"08001:2019";"08001";"barranquilla";"2019";"2019-02-17";"2";"7";"2";"66.000";"hombre";"2";"1";"punzante";"agresor desconocido";"sin informacion";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"92";"08758:2019";"08758";"soledad";"2019";"2019-02-18";"2";"1";NA;"27.000";"hombre";"2";"1";"proyectil de arma de fuego";"agresor desconocido";"otra";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"93";"08001:2019";"08001";"barranquilla";"2019";"2019-02-19";"2";"2";"3";"35.000";"hombre";"2";"1";"proyectil de arma de fuego";"agresor desconocido";"otra";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"94";"08001:2019";"08001";"barranquilla";"2019";"2019-02-19";"2";"2";"3";"28.000";"hombre";"2";"1";"proyectil de arma de fuego";"agresor desconocido";"delincuencia_comun";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"95";"08758:2019";"08758";"soledad";"2019";"2019-02-20";"2";"3";"4";"37.000";"hombre";"2";"1";"proyectil de arma de fuego";"agresor desconocido";"otra";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"96";"08758:2019";"08758";"soledad";"2019";"2019-02-21";"2";"4";"4";"21.000";"hombre";NA;"1";"proyectil de arma de fuego";"agresor desconocido";"otra";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"97";"08758:2019";"08758";"soledad";"2019";"2019-02-22";"2";"5";"2";"52.000";"hombre";"2";"2";"proyectil de arma de fuego";"agresor desconocido";"delincuencia_comun";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"98";"08758:2019";"08758";"soledad";"2019";"2019-02-22";"2";"5";"4";"18.000";"hombre";"2";"2";"proyectil de arma de fuego";"agresor desconocido";"otra";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"99";"08001:2019";"08001";"barranquilla";"2019";"2019-02-22";"2";"5";NA;"27.000";"hombre";NA;NA;"proyectil de arma de fuego";"policia";"otra";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"100";"08001:2019";"08001";"barranquilla";"2019";"2019-02-22";"2";"5";"4";"38.000";"hombre";NA;"2";"proyectil de arma de fuego";"agresor desconocido";"otra";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"101";"08141:2019";"08141";"candelaria";"2019";"2019-02-23";"2";"6";"3";"56.000";"hombre";NA;"1";"proyectil de arma de fuego";"agresor desconocido";"otra";"14.16";"61.91";"76.07";" 0.2447163";" 0.2586501";" 34490";"  8180";"  16648";"50.86497";"49.13503";"0.9661621";"0.005";"52.0";"34.9";"71.1";"94.0"
"102";"08758:2019";"08758";"soledad";"2019";"2019-02-24";"2";"7";"1";"26.000";"hombre";"1";"2";"proyectil de arma de fuego";"agresor desconocido";"otra";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"103";"08001:2019";"08001";"barranquilla";"2019";"2019-01-22";"1";"2";NA;"32.000";"hombre";"2";"1";"proyectil de arma de fuego";"agresor desconocido";"otra";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"104";"08758:2019";"08758";"soledad";"2019";"2019-02-25";"2";"1";"2";"64.000";"hombre";"2";"1";"estrangulamiento";"agresor desconocido";"otra";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"105";"08001:2019";"08001";"barranquilla";"2019";"2019-02-26";"2";"2";"3";"30.000";"hombre";NA;"1";"proyectil de arma de fuego";"agresor desconocido";"otra";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"106";"08001:2019";"08001";"barranquilla";"2019";"2019-02-27";"2";"3";"1";"21.000";"hombre";"2";"1";"proyectil de arma de fuego";"agresor desconocido";"otra";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"107";"08758:2019";"08758";"soledad";"2019";"2019-02-27";"2";"3";"3";"37.000";"mujer";NA;"1";"corto punzante";"companero (a)  permanente";"violencia_intrafamiliar";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"108";"08758:2019";"08758";"soledad";"2019";"2019-02-28";"2";"4";"1";"36.000";"hombre";"2";NA;"proyectil de arma de fuego";"agresor desconocido";"otra";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"109";"08758:2019";"08758";"soledad";"2019";"2019-02-27";"2";"3";"4";"29.000";"hombre";"2";"1";"contundente";"agresor desconocido";"delincuencia_comun";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"110";"08849:2019";"08849";"usiacuri";"2019";"2019-03-01";"3";"5";"2";"46.000";"hombre";NA;"1";"sofocacion por falta de oxigeno";"conocido sin ningun trato";"sin informacion";"20.06";"57.18";"77.24";" 0.2020786";" 0.2066678";" 34490";"  6215";"  12743";"51.22813";"48.77187";"0.9523810";"0.010";"32.7";"16.3";"52.4";"85.0"
"111";"08758:2019";"08758";"soledad";"2019";"2019-03-01";"3";"5";"4";"42.000";"hombre";NA;"1";"proyectil de arma de fuego";"agresor desconocido";"rina";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"112";"08001:2019";"08001";"barranquilla";"2019";"2019-03-02";"3";"6";"1";"67.000";"hombre";NA;"1";"proyectil de arma de fuego";"agresor desconocido";"otra";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"113";"08296:2019";"08296";"galapa";"2019";"2019-03-02";"3";"6";"2";"30.000";"hombre";"1";"1";"proyectil de arma de fuego";"otros familiares civiles o consanguineos";"violencia_intrafamiliar";" 9.72";"30.49";"40.21";" 2.1729800";" 2.2688544";" 34490";" 32020";"  64260";"50.17118";"49.82882";"0.9916005";"0.293";"23.8";" 8.1";"40.1";"85.0"
"114";"08001:2019";"08001";"barranquilla";"2019";"2019-03-02";"3";"6";"4";"41.000";"mujer";"1";"1";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"115";"08001:2019";"08001";"barranquilla";"2019";"2019-03-02";"3";"6";"4";"33.000";"hombre";NA;"1";"corto punzante";"agresor desconocido";"rina";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"116";"08758:2019";"08758";"soledad";"2019";"2019-03-03";"3";"7";"1";"33.000";"hombre";NA;"2";"proyectil de arma de fuego";"agresor desconocido";"rina";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"117";"08001:2019";"08001";"barranquilla";"2019";"2019-03-03";"3";"7";"1";"16.000";"hombre";NA;"2";"proyectil de arma de fuego";"agresor desconocido";"otra";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"118";"08001:2019";"08001";"barranquilla";"2019";"2019-03-02";"3";"6";"4";"25.000";"hombre";"2";"1";"proyectil de arma de fuego";"agresor desconocido";"otra";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"119";"08001:2019";"08001";"barranquilla";"2019";"2019-03-03";"3";"7";"1";"26.000";"hombre";NA;"1";"corto punzante";"agresor desconocido";"sin informacion";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"120";"08001:2019";"08001";"barranquilla";"2019";"2019-03-03";"3";"7";NA;"48.000";"hombre";"2";"2";"contundente";"sin informacion";"otra";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"121";"08001:2019";"08001";"barranquilla";"2019";"2019-03-04";"3";"1";"1";"21.000";"hombre";"2";"2";"proyectil de arma de fuego";"agresor desconocido";"rina";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"122";"08001:2019";"08001";"barranquilla";"2019";"2019-03-04";"3";"1";"4";"17.000";"hombre";"1";"2";"corto punzante";"agresor desconocido";"rina";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"123";"08001:2019";"08001";"barranquilla";"2019";"2019-03-05";"3";"2";"1";"20.000";"hombre";"2";NA;"corto punzante";"agresor desconocido";"rina";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"124";"08001:2019";"08001";"barranquilla";"2019";"2019-03-05";"3";"2";"3";" 0.160";"mujer";"1";NA;"proyectil de arma de fuego";"agresor desconocido";"otra";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"125";"08001:2019";"08001";"barranquilla";"2019";"2019-03-05";"3";"2";"3";"30.000";"hombre";NA;"1";"proyectil de arma de fuego";"agresor desconocido";"otra";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"126";"08573:2019";"08573";"puerto colombia";"2019";"2019-03-07";"3";"4";"2";"25.000";"hombre";NA;"1";"corto contundente";"agresor desconocido";"sin informacion";" 7.31";"29.81";"37.11";" 1.3921859";" 1.3072341";" 34490";" 26519";"  51695";"48.70103";"51.29897";"0.9878822";"0.595";"14.4";" 5.2";"23.4";"80.7"
"127";"08001:2019";"08001";"barranquilla";"2019";"2019-03-02";"3";"6";"2";"29.000";"hombre";NA;NA;"proyectil de arma de fuego";"agresor desconocido";"rina";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"128";"08001:2019";"08001";"barranquilla";"2019";"2019-03-08";"3";"5";NA;"24.000";"hombre";"2";"2";"proyectil de arma de fuego";"agresor desconocido";"otra";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"129";"08001:2019";"08001";"barranquilla";"2019";"2019-03-09";"3";"6";NA;"17.000";"hombre";"2";"2";"proyectil de arma de fuego";"agresor desconocido";"otra";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"130";"08758:2019";"08758";"soledad";"2019";"2019-03-11";"3";"1";"3";"38.000";"hombre";NA;"1";"proyectil de arma de fuego";"agresor desconocido";"otra";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"131";"08758:2019";"08758";"soledad";"2019";"2019-03-12";"3";"2";"3";"28.000";"hombre";"2";"2";"proyectil de arma de fuego";"agresor desconocido";"otra";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"132";"08001:2019";"08001";"barranquilla";"2019";"2019-03-13";"3";"3";"1";"41.000";"mujer";"2";"1";"proyectil de arma de fuego";"agresor desconocido";"delincuencia_comun";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"133";"08758:2019";"08758";"soledad";"2019";"2019-03-13";"3";"3";"3";"21.000";"hombre";"2";"2";"proyectil de arma de fuego";"agresor desconocido";"otra";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"134";"08001:2019";"08001";"barranquilla";"2019";"2019-03-15";"3";"5";"4";"22.000";"hombre";"2";"1";"proyectil de arma de fuego";"agresor desconocido";"otra";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"135";"08758:2019";"08758";"soledad";"2019";"2019-03-17";"3";"7";"3";"52.000";"mujer";"2";"2";"proyectil de arma de fuego";"agresor desconocido";"otra";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"136";"08758:2019";"08758";"soledad";"2019";"2019-03-17";"3";"7";"4";"24.000";"hombre";NA;"2";"proyectil de arma de fuego";"agresor desconocido";"otra";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"137";"08001:2019";"08001";"barranquilla";"2019";"2019-03-16";"3";"6";"4";"27.000";"hombre";NA;"2";"corto punzante";"agresor desconocido";"rina";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"138";"08001:2019";"08001";"barranquilla";"2019";"2019-02-02";"2";"6";NA;"26.000";"mujer";"2";"2";"proyectil de arma de fuego";"agresor desconocido";"otra";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"139";"08001:2019";"08001";"barranquilla";"2019";"2019-03-23";"3";"6";"2";" 3.000";"mujer";"1";NA;"proyectil de arma de fuego";"agresor desconocido";"otra";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"140";"08001:2019";"08001";"barranquilla";"2019";"2019-03-23";"3";"6";"3";"36.000";"hombre";NA;"1";"proyectil de arma de fuego";"amante";"violencia_intrafamiliar";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"141";"08638:2019";"08638";"sabanalarga";"2019";"2019-03-23";"3";"6";"3";" 2.000";"mujer";"1";NA;"contundente";"padrastro";"violencia_intrafamiliar";"11.38";"46.86";"58.24";" 1.9391059";" 1.9309815";" 34490";" 48897";"  97005";"49.59332";"50.40668";"0.9619442";"0.143";"36.5";"19.4";"46.7";"89.6"
"142";"08001:2019";"08001";"barranquilla";"2019";"2019-03-24";"3";"7";"4";"30.000";"hombre";"2";"1";"proyectil de arma de fuego";"agresor desconocido";"otra";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"143";"08001:2019";"08001";"barranquilla";"2019";"2019-03-26";"3";"2";"2";"24.000";"hombre";"3";"2";"corto punzante";"novio (a)";"violencia_intrafamiliar";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"144";"08433:2019";"08433";"malambo";"2019";"2019-03-27";"3";"3";NA;"40.000";"hombre";"2";"1";"corto punzante";"agresor desconocido";"rina";" 6.83";"38.56";"45.39";" 4.5437332";" 4.4930757";" 34490";" 67710";" 134468";"49.64601";"50.35399";"0.9924755";"0.327";"30.0";"10.6";"44.2";"88.5"
"145";"08001:2019";"08001";"barranquilla";"2019";"2019-03-28";"3";"4";NA;"25.000";"hombre";NA;"2";"proyectil de arma de fuego";"agresor desconocido";"otra";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"146";"08001:2019";"08001";"barranquilla";"2019";"2019-03-27";"3";"3";"2";"50.000";"hombre";"2";"1";"proyectil de arma de fuego";"agresor desconocido";"otra";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"147";"08758:2019";"08758";"soledad";"2019";"2019-03-29";"3";"5";"4";"26.000";"hombre";NA;"1";"proyectil de arma de fuego";"agresor desconocido";"otra";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
